Date_Time,Rotation,Pellet_Retrieval,Type,Wheel_Position,FED_Position
2022-03-02 20:59:59.097523,+,,START,Left,Right
2022-03-02 21:00:06.510931,*,,BB2,Left,Right
2022-03-02 21:00:08.444712,*,,BB4,Left,Right
2022-03-02 21:00:36.264370,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:01:04.723254,*,,BB3,Left,Right
2022-03-02 21:01:31.225408,1.0444,,Run_log_BB2,Left,Right
2022-03-02 21:01:31.231063,0,0,exit_drink,Left,Right
2022-03-02 21:01:41.928159,*,,BB4,Left,Right
2022-03-02 21:02:18.364946,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:02:22.778495,-,,END,Left,Right
2022-03-02 21:09:19.474108,+,,START,Left,Right
2022-03-02 21:09:24.274421,*,,BB2,Left,Right
2022-03-02 21:09:26.502274,*,,BB4,Left,Right
2022-03-02 21:09:30.803746,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:09:42.034251,-,,END,Left,Right
2022-03-02 21:17:40.983499,+,,START,Left,Right
2022-03-02 21:17:48.857596,*,,BB2,Left,Right
2022-03-02 21:17:52.523591,*,,BB4,Left,Right
2022-03-02 21:17:56.476141,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:18:01.165358,*,,BB3,Left,Right
2022-03-02 21:18:43.740315,0.9444,,Run_log_BB2,Left,Right
2022-03-02 21:18:43.746089,0,0,exit_drink,Left,Right
2022-03-02 21:18:51.186674,*,,BB4,Left,Right
2022-03-02 21:19:34.618403,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:19:45.303858,*,,BB3,Left,Right
2022-03-02 21:20:01.386391,0.6667,,Run_log_BB2,Left,Right
2022-03-02 21:20:01.392121,0,0,exit_drink,Left,Right
2022-03-02 21:20:09.057876,*,,BB4,Left,Right
2022-03-02 21:20:15.841944,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:20:29.436362,*,,BB3,Left,Right
2022-03-02 21:20:38.173199,,8730,drink,Left,Right
2022-03-02 21:21:45.567411,3.6667,,Run_log_BB2,Left,Right
2022-03-02 21:21:45.573357,5965,8730,exit_drink,Left,Right
2022-03-02 21:21:50.828995,*,,BB4,Left,Right
2022-03-02 21:22:01.610288,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:22:40.806202,-,,END,Left,Right
2022-03-02 21:34:10.751477,+,,START,Left,Right
2022-03-02 21:34:17.003054,*,,BB2,Left,Right
2022-03-02 21:34:22.208146,*,,BB3,Left,Right
2022-03-02 21:34:25.946640,,3733,drink,Left,Right
2022-03-02 21:34:54.600745,0.9556,,Run_log_BB2,Left,Right
2022-03-02 21:34:54.606511,6025,3733,exit_drink,Left,Right
2022-03-02 21:35:02.893052,*,,BB4,Left,Right
2022-03-02 21:35:28.918631,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:35:53.830987,*,,BB4,Left,Right
2022-03-02 21:36:15.189413,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:36:21.026265,*,,BB3,Left,Right
2022-03-02 21:37:11.514340,1.5444,,Run_log_BB2,Left,Right
2022-03-02 21:37:11.520384,0,0,exit_drink,Left,Right
2022-03-02 21:37:24.202921,*,,BB3,Left,Right
2022-03-02 21:37:28.844911,,4636,drink,Left,Right
2022-03-02 21:38:00.782667,1.3444,,Run_log_BB2,Left,Right
2022-03-02 21:38:00.788287,1226,4636,exit_drink,Left,Right
2022-03-02 21:38:07.852291,-,,END,Left,Right
2022-03-02 21:40:27.317923,+,,START,Left,Right
2022-03-02 21:40:38.488063,*,,BB2,Left,Right
2022-03-02 21:40:43.682769,*,,BB4,Left,Right
2022-03-02 21:41:14.243532,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:41:25.440886,-,,END,Left,Right
2022-03-02 21:58:07.539233,+,,START,Left,Right
2022-03-02 21:58:17.674203,*,,BB2,Left,Right
2022-03-02 21:58:20.004371,*,,BB4,Left,Right
2022-03-02 21:58:30.658568,0.0,,Food_log_BB2,Left,Right
2022-03-02 21:58:42.462640,*,,BB3,Left,Right
2022-03-02 21:58:55.126574,0.0667,,Run_log_BB2,Left,Right
2022-03-02 21:58:55.132606,0,0,exit_drink,Left,Right
2022-03-02 21:59:02.048324,-,,END,Left,Right
2022-03-02 22:05:26.183475,+,,START,Left,Right
2022-03-02 22:05:33.029601,*,,BB2,Left,Right
2022-03-02 22:05:37.928961,*,,BB4,Left,Right
2022-03-02 22:05:47.470901,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:06:10.546385,*,,BB4,Left,Right
2022-03-02 22:06:37.548793,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:06:51.367045,*,,BB3,Left,Right
2022-03-02 22:07:17.247830,0.7333,,Run_log_BB2,Left,Right
2022-03-02 22:07:17.253301,0,0,exit_drink,Left,Right
2022-03-02 22:07:23.463175,*,,BB3,Left,Right
2022-03-02 22:07:39.409450,1.0667,,Run_log_BB2,Left,Right
2022-03-02 22:07:39.415654,0,0,exit_drink,Left,Right
2022-03-02 22:07:45.370406,*,,BB4,Left,Right
2022-03-02 22:08:01.297126,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:08:20.389265,*,,BB4,Left,Right
2022-03-02 22:09:10.200739,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:09:13.771279,-,,END,Left,Right
2022-03-02 22:11:27.656962,+,,START,Left,Right
2022-03-02 22:11:34.779500,*,,BB2,Left,Right
2022-03-02 22:11:49.553402,*,,BB3,Left,Right
2022-03-02 22:12:13.952292,0.8778,,Run_log_BB2,Left,Right
2022-03-02 22:12:13.957851,0,0,exit_drink,Left,Right
2022-03-02 22:12:37.041740,*,,BB4,Left,Right
2022-03-02 22:13:23.825901,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:13:28.372435,-,,END,Left,Right
2022-03-02 22:26:02.512236,+,,START,Left,Right
2022-03-02 22:26:09.099834,*,,BB2,Left,Right
2022-03-02 22:26:11.416221,*,,BB3,Left,Right
2022-03-02 22:26:33.119373,1.3222,,Run_log_BB2,Left,Right
2022-03-02 22:26:33.125112,0,0,exit_drink,Left,Right
2022-03-02 22:26:38.122483,*,,BB4,Left,Right
2022-03-02 22:26:45.637124,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:26:52.961032,*,,BB3,Left,Right
2022-03-02 22:27:36.392734,0.0,,Run_log_BB2,Left,Right
2022-03-02 22:27:36.398340,0,0,exit_drink,Left,Right
2022-03-02 22:27:43.803389,*,,BB4,Left,Right
2022-03-02 22:27:52.631519,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:28:16.147668,*,,BB4,Left,Right
2022-03-02 22:28:21.879400,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:28:26.799898,*,,BB4,Left,Right
2022-03-02 22:28:39.984248,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:29:12.893728,-,,END,Left,Right
2022-03-02 22:32:41.652852,+,,START,Left,Right
2022-03-02 22:32:48.284006,*,,BB2,Left,Right
2022-03-02 22:32:51.914860,*,,BB4,Left,Right
2022-03-02 22:33:13.515231,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:33:34.027172,*,,BB3,Left,Right
2022-03-02 22:34:17.024392,1.4889,,Run_log_BB2,Left,Right
2022-03-02 22:34:17.030776,0,0,exit_drink,Left,Right
2022-03-02 22:34:19.425889,-,,END,Left,Right
2022-03-02 22:43:56.157708,+,,START,Left,Right
2022-03-02 22:44:03.797262,*,,BB2,Left,Right
2022-03-02 22:44:06.796035,*,,BB4,Left,Right
2022-03-02 22:44:46.736218,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:44:53.916718,*,,BB3,Left,Right
2022-03-02 22:44:56.824164,,2902,drink,Left,Right
2022-03-02 22:45:32.728824,0.0,,Run_log_BB2,Left,Right
2022-03-02 22:45:32.734389,163218,2902,exit_drink,Left,Right
2022-03-02 22:45:44.662055,*,,BB4,Left,Right
2022-03-02 22:45:51.668368,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:46:20.309523,-,,END,Left,Right
2022-03-02 22:55:11.031768,+,,START,Left,Right
2022-03-02 22:55:17.308224,*,,BB2,Left,Right
2022-03-02 22:55:22.924902,*,,BB3,Left,Right
2022-03-02 22:55:46.692388,0.0,,Run_log_BB2,Left,Right
2022-03-02 22:55:46.697935,0,0,exit_drink,Left,Right
2022-03-02 22:55:50.729629,*,,BB4,Left,Right
2022-03-02 22:56:18.463498,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:56:31.375828,*,,BB4,Left,Right
2022-03-02 22:57:02.746453,0.0,,Food_log_BB2,Left,Right
2022-03-02 22:57:04.969484,-,,END,Left,Right
2022-03-02 23:05:51.528774,+,,START,Left,Right
2022-03-02 23:06:00.371718,*,,BB2,Left,Right
2022-03-02 23:06:12.204886,*,,BB3,Left,Right
2022-03-02 23:07:39.939039,1.0444,,Run_log_BB2,Left,Right
2022-03-02 23:07:39.945393,0,0,exit_drink,Left,Right
2022-03-02 23:07:54.967441,*,,BB4,Left,Right
2022-03-02 23:08:06.700706,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:08:12.191511,*,,BB4,Left,Right
2022-03-02 23:09:01.301463,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:09:03.600097,*,,BB4,Left,Right
2022-03-02 23:09:45.860063,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:09:49.046325,-,,END,Left,Right
2022-03-02 23:39:43.602695,+,,START,Left,Right
2022-03-02 23:39:50.659551,*,,BB2,Left,Right
2022-03-02 23:39:53.059081,*,,BB4,Left,Right
2022-03-02 23:40:00.654908,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:40:14.486739,-,,END,Left,Right
2022-03-02 23:47:10.596026,+,,START,Left,Right
2022-03-02 23:47:18.076597,*,,BB2,Left,Right
2022-03-02 23:47:21.455460,*,,BB4,Left,Right
2022-03-02 23:47:39.023070,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:47:48.446515,*,,BB4,Left,Right
2022-03-02 23:48:19.617421,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:48:25.731296,*,,BB3,Left,Right
2022-03-02 23:49:09.040230,0.0,,Run_log_BB2,Left,Right
2022-03-02 23:49:09.046523,0,0,exit_drink,Left,Right
2022-03-02 23:49:12.055517,*,,BB4,Left,Right
2022-03-02 23:49:18.696997,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:49:24.610635,*,,BB3,Left,Right
2022-03-02 23:49:37.128939,0.8222,,Run_log_BB2,Left,Right
2022-03-02 23:49:37.135257,0,0,exit_drink,Left,Right
2022-03-02 23:49:40.898116,*,,BB4,Left,Right
2022-03-02 23:50:04.239730,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:50:06.659157,-,,END,Left,Right
2022-03-02 23:56:45.190872,+,,START,Left,Right
2022-03-02 23:56:53.590654,*,,BB2,Left,Right
2022-03-02 23:56:56.011928,*,,BB4,Left,Right
2022-03-02 23:57:24.658658,0.0,,Food_log_BB2,Left,Right
2022-03-02 23:57:52.164267,-,,END,Left,Right
2022-03-02 23:59:40.746681,+,,START,Left,Right
2022-03-02 23:59:48.674540,*,,BB2,Left,Right
2022-03-02 23:59:53.348605,*,,BB3,Left,Right
2022-03-03 00:00:03.579771,0.4222,,Run_log_BB2,Left,Right
2022-03-03 00:00:03.585382,0,0,exit_drink,Left,Right
2022-03-03 00:00:10.102894,*,,BB4,Left,Right
2022-03-03 00:00:15.743193,0.0,,Food_log_BB2,Left,Right
2022-03-03 00:00:39.797999,*,,BB4,Left,Right
2022-03-03 00:00:45.701675,0.0,,Food_log_BB2,Left,Right
2022-03-03 00:00:50.066450,-,,END,Left,Right
2022-03-03 00:13:07.250928,+,,START,Left,Right
2022-03-03 00:13:12.216772,*,,BB2,Left,Right
2022-03-03 00:13:18.513695,*,,BB3,Left,Right
2022-03-03 00:14:36.990107,0.0,,Run_log_BB2,Left,Right
2022-03-03 00:14:36.996168,0,0,exit_drink,Left,Right
2022-03-03 00:14:54.080793,*,,BB4,Left,Right
2022-03-03 00:15:14.872933,0.0,,Food_log_BB2,Left,Right
2022-03-03 00:15:19.743902,*,,BB3,Left,Right
2022-03-03 00:15:54.045061,0.0,,Run_log_BB2,Left,Right
2022-03-03 00:15:54.051168,0,0,exit_drink,Left,Right
2022-03-03 00:16:12.819372,*,,BB4,Left,Right
2022-03-03 00:16:21.125047,0.0,,Food_log_BB2,Left,Right
2022-03-03 00:16:24.045179,-,,END,Left,Right
2022-03-03 01:19:47.402930,+,,START,Left,Right
2022-03-03 01:19:59.156749,*,,BB2,Left,Right
2022-03-03 01:20:02.854905,*,,BB4,Left,Right
2022-03-03 01:20:38.241886,0.0,,Food_log_BB2,Left,Right
2022-03-03 01:21:43.364903,-,,END,Left,Right
2022-03-03 02:47:11.825179,+,,START,Left,Right
2022-03-03 02:47:27.317676,*,,BB2,Left,Right
2022-03-03 02:47:30.514724,*,,BB4,Left,Right
2022-03-03 02:48:18.030681,0.0,,Food_log_BB2,Left,Right
2022-03-03 02:48:30.686778,-,,END,Left,Right
2022-03-03 02:51:19.931820,+,,START,Left,Right
2022-03-03 02:51:25.806067,*,,BB2,Left,Right
2022-03-03 02:51:28.483156,*,,BB3,Left,Right
2022-03-03 02:51:42.908718,0.0,,Run_log_BB2,Left,Right
2022-03-03 02:51:42.914248,0,0,exit_drink,Left,Right
2022-03-03 02:52:03.059661,*,,BB4,Left,Right
2022-03-03 02:53:40.565801,0.0,,Food_log_BB2,Left,Right
2022-03-03 02:53:51.608552,*,,BB3,Left,Right
2022-03-03 02:55:24.237478,0.0,,Run_log_BB2,Left,Right
2022-03-03 02:55:24.243014,0,0,exit_drink,Left,Right
2022-03-03 02:55:26.636673,-,,END,Left,Right
2022-03-03 05:58:32.104044,+,,START,Left,Right
2022-03-03 05:58:40.514065,*,,BB2,Left,Right
2022-03-03 05:58:42.415955,*,,BB4,Left,Right
2022-03-03 05:58:55.722978,0.0,,Food_log_BB2,Left,Right
2022-03-03 05:59:13.459952,*,,BB3,Left,Right
2022-03-03 05:59:52.433958,0.0,,Run_log_BB2,Left,Right
2022-03-03 05:59:52.440216,0,0,exit_drink,Left,Right
2022-03-03 06:00:03.658532,*,,BB3,Left,Right
2022-03-03 06:00:24.476258,0.0,,Run_log_BB2,Left,Right
2022-03-03 06:00:24.482608,0,0,exit_drink,Left,Right
2022-03-03 06:00:45.702328,*,,BB4,Left,Right
2022-03-03 06:01:04.098894,0.0,,Food_log_BB2,Left,Right
2022-03-03 06:01:06.676373,-,,END,Left,Right
2022-03-03 09:48:09.566727,+,,START,Left,Right
2022-03-03 09:48:14.886099,*,,BB2,Left,Right
2022-03-03 09:48:17.830857,*,,BB4,Left,Right
2022-03-03 09:48:25.829656,0.0,,Food_log_BB2,Left,Right
2022-03-03 09:48:37.349142,*,,BB3,Left,Right
2022-03-03 09:49:56.595012,0.0,,Run_log_BB2,Left,Right
2022-03-03 09:49:56.600558,0,0,exit_drink,Left,Right
2022-03-03 09:50:05.045673,*,,BB4,Left,Right
2022-03-03 09:50:37.443621,,32.3898,Food_retrieval,Left,Right
2022-03-03 09:52:02.518801,0.0,,Food_log_BB2,Left,Right
2022-03-03 09:52:11.314025,*,,BB3,Left,Right
2022-03-03 09:52:26.791658,0.0,,Run_log_BB2,Left,Right
2022-03-03 09:52:26.798032,0,0,exit_drink,Left,Right
2022-03-03 09:52:33.865199,*,,BB3,Left,Right
2022-03-03 09:53:18.623726,1.1,,Run_log_BB2,Left,Right
2022-03-03 09:53:18.629886,0,0,exit_drink,Left,Right
2022-03-03 09:53:21.441854,*,,BB4,Left,Right
2022-03-03 09:53:35.082159,,13.6329,Food_retrieval,Left,Right
2022-03-03 09:54:46.339784,0.0,,Food_log_BB2,Left,Right
2022-03-03 09:54:52.239502,*,,BB4,Left,Right
2022-03-03 09:55:03.350429,0.0,,Food_log_BB2,Left,Right
2022-03-03 09:55:08.905982,*,,BB4,Left,Right
2022-03-03 09:55:13.329092,0.0,,Food_log_BB2,Left,Right
2022-03-03 09:55:15.039899,-,,END,Left,Right
2022-03-03 10:01:00.862233,+,,START,Left,Right
2022-03-03 10:01:07.097257,*,,BB2,Left,Right
2022-03-03 10:01:09.823634,*,,BB4,Left,Right
2022-03-03 10:02:09.444829,,59.5967,Food_retrieval,Left,Right
2022-03-03 10:02:46.658544,0.0,,Food_log_BB2,Left,Right
2022-03-03 10:02:49.739350,-,,END,Left,Right
2022-03-03 10:28:13.668355,+,,START,Left,Right
2022-03-03 10:28:20.916446,*,,BB2,Left,Right
2022-03-03 10:28:26.672375,*,,BB4,Left,Right
2022-03-03 10:28:30.865536,,4.1785,Food_retrieval,Left,Right
2022-03-03 10:29:56.590164,0.0,,Food_log_BB2,Left,Right
2022-03-03 10:30:01.866153,*,,BB3,Left,Right
2022-03-03 10:30:07.383041,,5512,drink,Left,Right
2022-03-03 10:30:34.885822,0.0,,Run_log_BB2,Left,Right
2022-03-03 10:30:34.891697,1,5512,exit_drink,Left,Right
2022-03-03 10:30:38.534108,*,,BB4,Left,Right
2022-03-03 10:30:41.726387,,3.1838,Food_retrieval,Left,Right
2022-03-03 10:31:23.594563,0.0,,Food_log_BB2,Left,Right
2022-03-03 10:31:38.166570,*,,BB3,Left,Right
2022-03-03 10:31:41.219925,,3048,drink,Left,Right
2022-03-03 10:32:41.345600,0.0,,Run_log_BB2,Left,Right
2022-03-03 10:32:41.351450,5697,3048,exit_drink,Left,Right
2022-03-03 10:32:44.914914,*,,BB4,Left,Right
2022-03-03 10:34:25.303785,0.0,,Food_log_BB2,Left,Right
2022-03-03 10:34:27.703704,-,,END,Left,Right
2022-03-03 10:48:50.972432,120,0.1,room door opened,Left,Right
2022-03-03 10:48:54.305058,120,0.1,room door closed,Left,Right
2022-03-03 11:00:22.921824,[''],"['hab1 cage2 quad with previous start 19:30 lights 2132/0932, lick thresh 300, 120s wheel access 0.1s water is 10ul 1 pellet participants 38723977393 ,38723977500, 38723977309']",end session,[''],
2022-03-03 11:01:30.617962,120,0.1,room door opened,Left,Right
2022-03-03 11:01:33.304462,120,0.1,room door closed,Left,Right
2022-03-03 11:21:02.028951,120,0.1,begin session,Left,Right
2022-03-03 11:34:55.914577,+,,START,Left,Right
2022-03-03 11:35:01.345869,*,,BB2,Left,Right
2022-03-03 11:35:16.299668,*,,BB4,Left,Right
2022-03-03 11:35:51.843216,,35.5128,Food_retrieval,Left,Right
2022-03-03 11:36:39.668182,0.0,,Food_log_BB2,Left,Right
2022-03-03 11:37:03.477355,*,,BB3,Left,Right
2022-03-03 11:37:07.137002,,3654,drink,Left,Right
2022-03-03 11:37:31.059021,0.0,,Run_log_BB2,Left,Right
2022-03-03 11:37:31.064582,62709,3654,exit_drink,Left,Right
2022-03-03 11:37:40.304057,*,,BB3,Left,Right
2022-03-03 11:37:53.825799,0.0,,Run_log_BB2,Left,Right
2022-03-03 11:37:53.831441,0,0,exit_drink,Left,Right
2022-03-03 11:38:02.926935,*,,BB4,Left,Right
2022-03-03 11:38:29.688550,0.0,,Food_log_BB2,Left,Right
2022-03-03 11:38:35.279463,*,,BB3,Left,Right
2022-03-03 11:38:37.151870,,1867,drink,Left,Right
2022-03-03 11:39:26.865570,1.3333,,Run_log_BB2,Left,Right
2022-03-03 11:39:26.871178,126576,1867,exit_drink,Left,Right
2022-03-03 11:39:29.482467,-,,END,Left,Right
2022-03-03 11:46:53.055723,+,,START,Left,Right
2022-03-03 11:47:04.990609,*,,BB2,Left,Right
2022-03-03 11:47:05.930698,*,,BB4,Left,Right
2022-03-03 11:47:25.980532,,20.0311,Food_retrieval,Left,Right
2022-03-03 11:48:09.628387,0.0,,Food_log_BB2,Left,Right
2022-03-03 11:48:28.146831,*,,BB4,Left,Right
2022-03-03 11:48:44.800389,0.0,,Food_log_BB2,Left,Right
2022-03-03 11:48:54.676754,-,,END,Left,Right
2022-03-03 11:59:39.375040,+,,START,Left,Right
2022-03-03 11:59:46.378848,*,,BB2,Left,Right
2022-03-03 11:59:49.239364,*,,BB3,Left,Right
2022-03-03 11:59:51.775170,,2529,drink,Left,Right
2022-03-03 12:00:27.398417,0.0,,Run_log_BB2,Left,Right
2022-03-03 12:00:27.404502,26230,2529,exit_drink,Left,Right
2022-03-03 12:00:44.054089,*,,BB4,Left,Right
2022-03-03 12:01:17.402035,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:01:58.925208,-,,END,Left,Right
2022-03-03 12:03:52.881394,+,,START,Left,Right
2022-03-03 12:04:02.478057,*,,BB2,Left,Right
2022-03-03 12:04:05.886591,*,,BB4,Left,Right
2022-03-03 12:04:09.767356,,3.8724,Food_retrieval,Left,Right
2022-03-03 12:04:39.195753,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:05:14.896504,-,,END,Left,Right
2022-03-03 12:08:28.842834,+,,START,Left,Right
2022-03-03 12:08:32.470997,*,,BB2,Left,Right
2022-03-03 12:08:34.148141,*,,BB4,Left,Right
2022-03-03 12:08:40.757802,,6.5975,Food_retrieval,Left,Right
2022-03-03 12:09:18.509823,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:09:27.583827,*,,BB4,Left,Right
2022-03-03 12:09:41.988857,,14.3816,Food_retrieval,Left,Right
2022-03-03 12:10:09.642706,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:10:20.682372,*,,BB3,Left,Right
2022-03-03 12:10:28.962951,,8275,drink,Left,Right
2022-03-03 12:10:43.251399,0.0,,Run_log_BB2,Left,Right
2022-03-03 12:10:43.257181,28837,8275,exit_drink,Left,Right
2022-03-03 12:10:44.916424,*,,BB3,Left,Right
2022-03-03 12:10:50.182263,0.0,,Run_log_BB2,Left,Right
2022-03-03 12:10:50.188050,0,0,exit_drink,Left,Right
2022-03-03 12:10:55.301743,*,,BB4,Left,Right
2022-03-03 12:10:57.454953,,2.1438,Food_retrieval,Left,Right
2022-03-03 12:11:09.842897,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:11:17.057123,*,,BB4,Left,Right
2022-03-03 12:11:41.791230,,24.7144,Food_retrieval,Left,Right
2022-03-03 12:12:17.840475,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:12:29.666122,*,,BB3,Left,Right
2022-03-03 12:13:09.466560,0.4333,,Run_log_BB2,Left,Right
2022-03-03 12:13:09.474150,0,0,exit_drink,Left,Right
2022-03-03 12:13:11.271654,*,,BB3,Left,Right
2022-03-03 12:13:15.351762,0.0,,Run_log_BB2,Left,Right
2022-03-03 12:13:15.358087,0,0,exit_drink,Left,Right
2022-03-03 12:13:25.043173,*,,BB3,Left,Right
2022-03-03 12:13:47.648099,,22599,drink,Left,Right
2022-03-03 12:14:26.923597,2.8111,,Run_log_BB2,Left,Right
2022-03-03 12:14:26.929844,36990,22599,exit_drink,Left,Right
2022-03-03 12:14:28.652529,*,,BB3,Left,Right
2022-03-03 12:14:36.286083,0.0,,Run_log_BB2,Left,Right
2022-03-03 12:14:36.291641,0,0,exit_drink,Left,Right
2022-03-03 12:14:51.902854,*,,BB4,Left,Right
2022-03-03 12:15:00.246418,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:15:03.126274,*,,BB3,Left,Right
2022-03-03 12:15:11.480421,0.0,,Run_log_BB2,Left,Right
2022-03-03 12:15:11.485953,0,0,exit_drink,Left,Right
2022-03-03 12:15:13.462079,-,,END,Left,Right
2022-03-03 12:26:07.631392,+,,START,Left,Right
2022-03-03 12:26:11.050309,*,,BB2,Left,Right
2022-03-03 12:26:13.459906,*,,BB4,Left,Right
2022-03-03 12:26:19.933741,,6.4495,Food_retrieval,Left,Right
2022-03-03 12:26:34.238297,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:26:37.927492,*,,BB3,Left,Right
2022-03-03 12:26:40.242160,,2309,drink,Left,Right
2022-03-03 12:27:57.113173,2.5333,,Run_log_BB2,Left,Right
2022-03-03 12:27:57.119813,9183,2309,exit_drink,Left,Right
2022-03-03 12:28:02.288594,-,,END,Left,Right
2022-03-03 12:45:20.208251,+,,START,Left,Right
2022-03-03 12:45:23.487526,*,,BB2,Left,Right
2022-03-03 12:45:25.550743,*,,BB4,Left,Right
2022-03-03 12:45:37.347839,,11.7702,Food_retrieval,Left,Right
2022-03-03 12:46:23.707505,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:46:31.260428,-,,END,Left,Right
2022-03-03 12:48:17.876042,+,,START,Left,Right
2022-03-03 12:48:24.708257,*,,BB2,Left,Right
2022-03-03 12:48:25.996470,*,,BB4,Left,Right
2022-03-03 12:48:28.672292,,2.6663,Food_retrieval,Left,Right
2022-03-03 12:48:47.431887,0.0,,Food_log_BB2,Left,Right
2022-03-03 12:49:05.607159,-,,END,Left,Right
2022-03-03 12:50:56.475259,+,,START,Left,Right
