Date_Time,Rotation,Pellet_Retrieval,Type,Wheel_Position,FED_Position
2022-03-03 13:09:17.031085,0.0,,Run_log_BB2,Left,Right
2022-03-03 13:09:17.036676,0,0,exit_drink,Left,Right
2022-03-03 13:09:31.102152,*,,BB3,Left,Right
2022-03-03 13:09:41.909670,,10802,drink,Left,Right
2022-03-03 13:10:24.884739,0.0,,Run_log_BB2,Left,Right
2022-03-03 13:10:24.890468,177487,10802,exit_drink,Left,Right
2022-03-03 13:10:29.998992,-,,END,Left,Right
2022-03-03 13:41:47.275957,+,,START,Left,Right
2022-03-03 13:41:56.251255,*,,BB2,Left,Right
2022-03-03 13:42:19.685956,*,,BB4,Left,Right
2022-03-03 13:42:35.550585,0.0,,Food_log_BB2,Left,Right
2022-03-03 13:42:41.279503,*,,BB3,Left,Right
2022-03-03 13:43:39.222370,4.5778,,Run_log_BB2,Left,Right
2022-03-03 13:43:39.228070,0,0,exit_drink,Left,Right
2022-03-03 13:43:47.071964,*,,BB4,Left,Right
2022-03-03 13:44:03.219298,0.0,,Food_log_BB2,Left,Right
2022-03-03 13:44:07.795069,-,,END,Left,Right
2022-03-03 13:49:05.023196,+,,START,Left,Right
2022-03-03 13:49:12.676632,*,,BB2,Left,Right
2022-03-03 13:49:16.753219,*,,BB4,Left,Right
2022-03-03 13:49:24.240045,0.0,,Food_log_BB2,Left,Right
2022-03-03 13:49:35.557038,*,,BB3,Left,Right
2022-03-03 13:50:01.323066,0.7556,,Run_log_BB2,Left,Right
2022-03-03 13:50:01.329493,0,0,exit_drink,Left,Right
2022-03-03 13:50:06.251688,*,,BB3,Left,Right
2022-03-03 13:51:08.088367,0.6,,Run_log_BB2,Left,Right
2022-03-03 13:51:08.094186,0,0,exit_drink,Left,Right
2022-03-03 13:51:13.059232,-,,END,Left,Right
2022-03-03 13:55:55.811867,+,,START,Left,Right
2022-03-03 13:56:03.273627,*,,BB2,Left,Right
2022-03-03 13:56:19.399810,*,,BB3,Left,Right
2022-03-03 13:56:29.037078,0.0,,Run_log_BB2,Left,Right
2022-03-03 13:56:29.043362,0,0,exit_drink,Left,Right
2022-03-03 13:57:01.982319,*,,BB3,Left,Right
2022-03-03 13:57:14.178035,,12190,drink,Left,Right
2022-03-03 13:57:41.862581,0.1111,,Run_log_BB2,Left,Right
2022-03-03 13:57:41.868208,145401,12190,exit_drink,Left,Right
2022-03-03 13:57:50.842911,*,,BB4,Left,Right
2022-03-03 13:58:08.571392,0.0,,Food_log_BB2,Left,Right
2022-03-03 13:58:13.162280,*,,BB3,Left,Right
2022-03-03 13:59:02.114107,,48946,drink,Left,Right
2022-03-03 13:59:24.891041,0.8444,,Run_log_BB2,Left,Right
2022-03-03 13:59:24.896911,77626,48946,exit_drink,Left,Right
2022-03-03 13:59:39.112045,*,,BB4,Left,Right
2022-03-03 13:59:56.254802,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:00:10.583809,*,,BB3,Left,Right
2022-03-03 14:00:13.211895,,2622,drink,Left,Right
2022-03-03 14:00:51.435239,1.0,,Run_log_BB2,Left,Right
2022-03-03 14:00:51.441490,66942,2622,exit_drink,Left,Right
2022-03-03 14:00:57.070426,-,,END,Left,Right
2022-03-03 14:29:11.781286,+,,START,Left,Right
2022-03-03 14:29:19.871816,*,,BB2,Left,Right
2022-03-03 14:29:43.220704,*,,BB4,Left,Right
2022-03-03 14:30:20.248017,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:30:27.652778,*,,BB3,Left,Right
2022-03-03 14:30:31.572487,,3914,drink,Left,Right
2022-03-03 14:30:56.286634,0.4,,Run_log_BB2,Left,Right
2022-03-03 14:30:56.292298,39200,3914,exit_drink,Left,Right
2022-03-03 14:31:05.653181,*,,BB3,Left,Right
2022-03-03 14:31:18.819624,,13161,drink,Left,Right
2022-03-03 14:32:41.633458,0.0,,Run_log_BB2,Left,Right
2022-03-03 14:32:41.639314,53278,13161,exit_drink,Left,Right
2022-03-03 14:33:18.669997,-,,END,Left,Right
2022-03-03 14:37:05.960328,+,,START,Left,Right
2022-03-03 14:37:12.305019,*,,BB2,Left,Right
2022-03-03 14:37:16.254535,*,,BB4,Left,Right
2022-03-03 14:37:23.996378,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:37:32.042394,*,,BB3,Left,Right
2022-03-03 14:37:34.733253,,2685,drink,Left,Right
2022-03-03 14:37:52.731743,0.8222,,Run_log_BB2,Left,Right
2022-03-03 14:37:52.738031,145486,2685,exit_drink,Left,Right
2022-03-03 14:38:07.503204,*,,BB4,Left,Right
2022-03-03 14:38:47.203686,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:38:51.617386,-,,END,Left,Right
2022-03-03 14:41:59.294149,+,,START,Left,Right
2022-03-03 14:42:06.141260,*,,BB2,Left,Right
2022-03-03 14:42:11.098138,*,,BB4,Left,Right
2022-03-03 14:42:20.099991,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:42:35.345165,*,,BB3,Left,Right
2022-03-03 14:42:37.901965,,2551,drink,Left,Right
2022-03-03 14:42:51.765375,0.1,,Run_log_BB2,Left,Right
2022-03-03 14:42:51.770969,17765,2551,exit_drink,Left,Right
2022-03-03 14:43:04.625764,-,,END,Left,Right
2022-03-03 14:53:49.834145,+,,START,Left,Right
2022-03-03 14:53:59.227270,*,,BB2,Left,Right
2022-03-03 14:54:03.991463,*,,BB3,Left,Right
2022-03-03 14:54:14.404387,,10407,drink,Left,Right
2022-03-03 14:54:31.742920,0.0,,Run_log_BB2,Left,Right
2022-03-03 14:54:31.748490,42116,10407,exit_drink,Left,Right
2022-03-03 14:54:36.355949,*,,BB4,Left,Right
2022-03-03 14:54:53.549665,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:54:58.663386,-,,END,Left,Right
2022-03-03 14:57:40.982892,+,,START,Left,Right
2022-03-03 14:57:54.151920,*,,BB2,Left,Right
2022-03-03 14:57:58.167020,*,,BB3,Left,Right
2022-03-03 14:58:00.582765,,2411,drink,Left,Right
2022-03-03 14:58:42.660739,0.0,,Run_log_BB2,Left,Right
2022-03-03 14:58:42.666362,48409,2411,exit_drink,Left,Right
2022-03-03 14:58:58.046327,*,,BB4,Left,Right
2022-03-03 14:59:19.081065,0.0,,Food_log_BB2,Left,Right
2022-03-03 14:59:23.001793,-,,END,Left,Right
2022-03-03 15:24:09.138326,+,,START,Left,Right
2022-03-03 15:24:19.950307,*,,BB2,Left,Right
2022-03-03 15:24:24.905338,*,,BB3,Left,Right
2022-03-03 15:24:44.598184,0.2,,Run_log_BB2,Left,Right
2022-03-03 15:24:44.604237,0,0,exit_drink,Left,Right
2022-03-03 15:24:58.791246,*,,BB4,Left,Right
2022-03-03 15:25:53.756987,0.0,,Food_log_BB2,Left,Right
2022-03-03 15:25:58.356920,-,,END,Left,Right
2022-03-03 15:30:21.923297,+,,START,Left,Right
2022-03-03 15:30:34.722422,*,,BB2,Left,Right
2022-03-03 15:30:37.503026,*,,BB3,Left,Right
2022-03-03 15:30:43.200550,,5692,drink,Left,Right
2022-03-03 15:30:53.520271,0.0,,Run_log_BB2,Left,Right
2022-03-03 15:30:53.525898,5696,5692,exit_drink,Left,Right
2022-03-03 15:31:24.671447,*,,BB4,Left,Right
2022-03-03 15:31:35.458808,0.0,,Food_log_BB2,Left,Right
2022-03-03 15:31:57.381683,*,,BB3,Left,Right
2022-03-03 15:31:59.756268,,2368,drink,Left,Right
2022-03-03 15:32:09.779047,0.0,,Run_log_BB2,Left,Right
2022-03-03 15:32:09.784620,8723,2368,exit_drink,Left,Right
2022-03-03 15:32:14.149709,-,,END,Left,Right
2022-03-03 15:55:41.070608,+,,START,Left,Right
2022-03-03 15:55:47.974211,*,,BB2,Left,Right
2022-03-03 15:55:59.855165,*,,BB4,Left,Right
2022-03-03 15:56:15.573402,0.0,,Food_log_BB2,Left,Right
2022-03-03 15:56:26.296791,*,,BB3,Left,Right
2022-03-03 15:56:30.829295,,4527,drink,Left,Right
2022-03-03 15:56:50.343230,0.0,,Run_log_BB2,Left,Right
2022-03-03 15:56:50.351499,1,4527,exit_drink,Left,Right
2022-03-03 15:56:54.560501,*,,BB4,Left,Right
2022-03-03 15:57:28.145774,0.0,,Food_log_BB2,Left,Right
2022-03-03 15:57:32.367090,-,,END,Left,Right
2022-03-03 16:05:33.400713,120,0.1,room door opened,Left,Right
2022-03-03 16:06:32.397427,120,0.1,room door closed,Left,Right
2022-03-03 16:18:23.340191,+,,START,Left,Right
2022-03-03 16:18:30.854495,*,,BB2,Left,Right
2022-03-03 16:18:34.443576,*,,BB3,Left,Right
2022-03-03 16:18:34.463717,,15,drink,Left,Right
2022-03-03 16:19:05.358641,0.0,,Run_log_BB2,Left,Right
2022-03-03 16:19:05.364496,1090246,15,exit_drink,Left,Right
2022-03-03 16:19:21.243859,*,,BB4,Left,Right
2022-03-03 16:19:43.927306,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:19:49.201746,-,,END,Left,Right
2022-03-03 16:30:01.467305,+,,ENTRY DENIED MULTIPLE ANIMALS,Left,Right
2022-03-03 16:37:25.665404,+,,START,Left,Right
2022-03-03 16:37:34.634079,*,,BB2,Left,Right
2022-03-03 16:37:39.471948,*,,BB4,Left,Right
2022-03-03 16:37:48.012253,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:37:58.120124,*,,BB3,Left,Right
2022-03-03 16:37:58.212651,,87,drink,Left,Right
2022-03-03 16:38:15.885603,0.5111,,Run_log_BB2,Left,Right
2022-03-03 16:38:15.891144,131481,87,exit_drink,Left,Right
2022-03-03 16:38:34.272254,*,,BB3,Left,Right
2022-03-03 16:38:34.430785,,153,drink,Left,Right
2022-03-03 16:39:03.421987,0.0,,Run_log_BB2,Left,Right
2022-03-03 16:39:03.427570,160747,153,exit_drink,Left,Right
2022-03-03 16:39:10.686358,*,,BB3,Left,Right
2022-03-03 16:39:10.713661,,22,drink,Left,Right
2022-03-03 16:39:17.177278,0.0,,Run_log_BB2,Left,Right
2022-03-03 16:39:17.182991,52839,22,exit_drink,Left,Right
2022-03-03 16:39:22.608383,*,,BB4,Left,Right
2022-03-03 16:39:51.712958,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:39:55.208477,-,,END,Left,Right
2022-03-03 16:43:58.737252,+,,START,Left,Right
2022-03-03 16:44:12.524455,*,,BB2,Left,Right
2022-03-03 16:44:15.887082,*,,BB4,Left,Right
2022-03-03 16:45:09.369471,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:45:23.881872,*,,BB3,Left,Right
2022-03-03 16:45:23.887296,,0,drink,Left,Right
2022-03-03 16:46:17.288191,0.2667,,Run_log_BB2,Left,Right
2022-03-03 16:46:17.294148,4539886,0,exit_drink,Left,Right
2022-03-03 16:46:23.792889,*,,BB3,Left,Right
2022-03-03 16:46:23.798978,,0,drink,Left,Right
2022-03-03 16:46:39.331613,0.0,,Run_log_BB2,Left,Right
2022-03-03 16:46:39.337146,1377279,0,exit_drink,Left,Right
2022-03-03 16:46:53.292872,*,,BB4,Left,Right
2022-03-03 16:47:11.604691,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:47:25.031465,-,,END,Left,Right
2022-03-03 16:53:15.266661,+,,START,Left,Right
2022-03-03 16:53:24.571755,*,,BB2,Left,Right
2022-03-03 16:53:40.386077,*,,BB3,Left,Right
2022-03-03 16:53:40.502454,,110,drink,Left,Right
2022-03-03 16:53:57.675823,0.3333,,Run_log_BB2,Left,Right
2022-03-03 16:53:57.682675,151091,110,exit_drink,Left,Right
2022-03-03 16:54:03.233014,*,,BB4,Left,Right
2022-03-03 16:54:56.568409,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:55:03.893261,*,,BB3,Left,Right
2022-03-03 16:55:03.965233,,66,drink,Left,Right
2022-03-03 16:55:13.656626,0.0,,Run_log_BB2,Left,Right
2022-03-03 16:55:13.662347,98669,66,exit_drink,Left,Right
2022-03-03 16:55:44.699162,*,,BB4,Left,Right
2022-03-03 16:55:58.887040,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:56:12.735462,*,,BB4,Left,Right
2022-03-03 16:56:33.767255,0.0,,Food_log_BB2,Left,Right
2022-03-03 16:57:00.248059,-,,END,Left,Right
2022-03-03 17:15:52.925514,+,,START,Left,Right
2022-03-03 17:16:01.908088,*,,BB2,Left,Right
2022-03-03 17:16:06.518080,*,,BB4,Left,Right
2022-03-03 17:16:46.600914,0.0,,Food_log_BB2,Left,Right
2022-03-03 17:17:04.769972,*,,BB3,Left,Right
2022-03-03 17:17:04.840099,,64,drink,Left,Right
2022-03-03 17:17:31.665421,0.0,,Run_log_BB2,Left,Right
2022-03-03 17:17:31.671982,220043,64,exit_drink,Left,Right
2022-03-03 17:17:36.355015,*,,BB3,Left,Right
2022-03-03 17:17:36.469430,,108,drink,Left,Right
2022-03-03 17:18:45.965608,0.0,,Run_log_BB2,Left,Right
2022-03-03 17:18:45.971637,479191,108,exit_drink,Left,Right
2022-03-03 17:18:56.543465,*,,BB3,Left,Right
2022-03-03 17:18:56.592222,,42,drink,Left,Right
2022-03-03 17:19:22.569209,0.0,,Run_log_BB2,Left,Right
2022-03-03 17:19:22.576017,249651,42,exit_drink,Left,Right
2022-03-03 17:20:00.791652,-,,END,Left,Right
2022-03-03 17:27:26.167417,+,,START,Left,Right
2022-03-03 17:27:35.865537,*,,BB2,Left,Right
2022-03-03 17:27:44.820339,*,,BB4,Left,Right
2022-03-03 17:28:15.780852,0.0,,Food_log_BB2,Left,Right
2022-03-03 17:28:21.142244,*,,BB3,Left,Right
2022-03-03 17:28:21.168977,,21,drink,Left,Right
2022-03-03 17:29:18.426505,0.2556,,Run_log_BB2,Left,Right
2022-03-03 17:29:18.432264,249039,21,exit_drink,Left,Right
2022-03-03 17:29:23.107833,-,,END,Left,Right
2022-03-03 17:36:54.240794,+,,START,Left,Right
2022-03-03 17:37:03.928693,*,,BB2,Left,Right
2022-03-03 17:37:08.370274,*,,BB4,Left,Right
2022-03-03 17:37:35.926204,0.0,,Food_log_BB2,Left,Right
2022-03-03 17:37:50.105487,-,,END,Left,Right
2022-03-03 17:56:55.256264,+,,START,Left,Right
2022-03-03 17:57:05.945941,*,,BB2,Left,Right
2022-03-03 17:57:18.194575,*,,BB4,Left,Right
2022-03-03 17:58:18.874987,0.0,,Food_log_BB2,Left,Right
2022-03-03 17:58:36.997400,-,,END,Left,Right
2022-03-03 18:04:41.177647,+,,START,Left,Right
2022-03-03 18:04:47.276415,*,,BB2,Left,Right
2022-03-03 18:04:50.460752,*,,BB3,Left,Right
2022-03-03 18:04:50.618865,,153,drink,Left,Right
2022-03-03 18:05:28.504504,0.5222,,Run_log_BB2,Left,Right
2022-03-03 18:05:28.510092,269666,153,exit_drink,Left,Right
2022-03-03 18:05:35.229500,*,,BB3,Left,Right
2022-03-03 18:05:35.255902,,21,drink,Left,Right
2022-03-03 18:06:03.376478,0.0,,Run_log_BB2,Left,Right
2022-03-03 18:06:03.382003,228603,21,exit_drink,Left,Right
2022-03-03 18:06:09.516642,*,,BB4,Left,Right
2022-03-03 18:06:35.422652,,25.8863,Food_retrieval,Left,Right
2022-03-03 18:08:41.754171,0.0,,Food_log_BB2,Left,Right
2022-03-03 18:08:47.706955,-,,END,Left,Right
2022-03-03 18:19:52.719996,+,,START,Left,Right
2022-03-03 18:20:04.679434,*,,BB2,Left,Right
2022-03-03 18:20:15.658601,*,,BB3,Left,Right
2022-03-03 18:20:15.772488,,107,drink,Left,Right
2022-03-03 18:20:42.781405,0.2222,,Run_log_BB2,Left,Right
2022-03-03 18:20:42.787253,177243,107,exit_drink,Left,Right
2022-03-03 18:21:09.113017,-,,END,Left,Right
2022-03-03 18:44:56.974051,+,,START,Left,Right
2022-03-03 18:45:05.080526,*,,BB2,Left,Right
2022-03-03 18:45:13.906891,*,,BB4,Left,Right
2022-03-03 18:45:35.751082,,21.8044,Food_retrieval,Left,Right
2022-03-03 18:46:27.449867,0.0,,Food_log_BB2,Left,Right
2022-03-03 18:46:38.910512,*,,BB3,Left,Right
2022-03-03 18:46:38.915929,,0,drink,Left,Right
2022-03-03 18:46:59.328187,0.0,,Run_log_BB2,Left,Right
2022-03-03 18:46:59.334999,225203,0,exit_drink,Left,Right
2022-03-03 18:47:04.229851,*,,BB4,Left,Right
2022-03-03 18:47:09.432981,,5.1918,Food_retrieval,Left,Right
2022-03-03 18:49:23.536821,0.0,,Food_log_BB2,Left,Right
2022-03-03 18:49:27.088259,-,,END,Left,Right
2022-03-03 19:20:21.962160,+,,START,Left,Right
2022-03-03 19:20:28.283397,*,,BB2,Left,Right
2022-03-03 19:20:32.879270,*,,BB3,Left,Right
2022-03-03 19:20:32.996285,,111,drink,Left,Right
2022-03-03 19:20:51.867106,0.0,,Run_log_BB2,Left,Right
2022-03-03 19:20:51.873256,215713,111,exit_drink,Left,Right
2022-03-03 19:20:55.964809,*,,BB4,Left,Right
2022-03-03 19:21:00.602512,,4.6317,Food_retrieval,Left,Right
2022-03-03 19:21:48.734701,0.0,,Food_log_BB2,Left,Right
2022-03-03 19:21:58.689143,-,,END,Left,Right
2022-03-03 19:28:04.023586,+,,START,Left,Right
2022-03-03 19:28:09.734870,*,,BB2,Left,Right
2022-03-03 19:28:12.918037,*,,BB3,Left,Right
2022-03-03 19:28:12.944808,,21,drink,Left,Right
2022-03-03 19:28:28.877816,0.0,,Run_log_BB2,Left,Right
2022-03-03 19:28:28.883578,171138,21,exit_drink,Left,Right
2022-03-03 19:28:36.583501,*,,BB4,Left,Right
2022-03-03 19:28:40.746358,,4.1528,Food_retrieval,Left,Right
2022-03-03 19:29:47.205517,0.0,,Food_log_BB2,Left,Right
2022-03-03 19:30:00.767787,*,,BB4,Left,Right
2022-03-03 19:30:17.287719,,16.5033,Food_retrieval,Left,Right
2022-03-03 19:31:27.218495,0.0,,Food_log_BB2,Left,Right
2022-03-03 19:31:30.262447,-,,END,Left,Right
2022-03-03 19:40:14.572032,+,,START,Left,Right
2022-03-03 19:40:20.052595,*,,BB2,Left,Right
2022-03-03 19:40:22.207782,*,,BB3,Left,Right
2022-03-03 19:40:22.214307,,0,drink,Left,Right
2022-03-03 19:40:38.048272,0.4222,,Run_log_BB2,Left,Right
2022-03-03 19:40:38.053998,170924,0,exit_drink,Left,Right
2022-03-03 19:40:42.788967,*,,BB3,Left,Right
2022-03-03 19:40:42.861169,,66,drink,Left,Right
2022-03-03 19:40:56.976460,0.0,,Run_log_BB2,Left,Right
2022-03-03 19:40:56.982816,167977,66,exit_drink,Left,Right
2022-03-03 19:41:03.414816,*,,BB4,Left,Right
2022-03-03 19:41:07.881826,,4.4552,Food_retrieval,Left,Right
2022-03-03 19:41:50.739227,0.0,,Food_log_BB2,Left,Right
2022-03-03 19:41:57.046449,-,,END,Left,Right
2022-03-03 19:47:34.012100,+,,START,Left,Right
2022-03-03 19:47:42.021632,*,,BB2,Left,Right
2022-03-03 19:47:44.913907,*,,BB4,Left,Right
2022-03-03 19:47:48.927822,,4.0035,Food_retrieval,Left,Right
2022-03-03 19:48:20.575360,0.0,,Food_log_BB2,Left,Right
2022-03-03 19:48:44.705840,*,,BB3,Left,Right
2022-03-03 19:48:44.734176,,22,drink,Left,Right
2022-03-03 19:49:21.274773,0.0,,Run_log_BB2,Left,Right
2022-03-03 19:49:21.280953,562844,22,exit_drink,Left,Right
2022-03-03 19:49:36.335457,-,,END,Left,Right
2022-03-03 19:59:07.466030,+,,START,Left,Right
2022-03-03 19:59:16.634081,*,,BB2,Left,Right
2022-03-03 19:59:21.589549,*,,BB4,Left,Right
2022-03-03 19:59:24.820087,,3.2245,Food_retrieval,Left,Right
2022-03-03 20:00:02.696854,0.0,,Food_log_BB2,Left,Right
2022-03-03 20:00:18.701725,*,,BB3,Left,Right
2022-03-03 20:00:18.729168,,22,drink,Left,Right
2022-03-03 20:00:45.212996,0.9667,,Run_log_BB2,Left,Right
2022-03-03 20:00:45.219286,286233,22,exit_drink,Left,Right
2022-03-03 20:00:54.249861,*,,BB4,Left,Right
2022-03-03 20:00:57.006606,,2.7474,Food_retrieval,Left,Right
2022-03-03 20:01:31.702472,0.0,,Food_log_BB2,Left,Right
2022-03-03 20:01:34.442593,-,,END,Left,Right
2022-03-03 20:05:28.870142,+,,START,Left,Right
2022-03-03 20:05:48.472696,*,,BB2,Left,Right
2022-03-03 20:05:50.774928,*,,BB3,Left,Right
2022-03-03 20:05:50.850132,,70,drink,Left,Right
2022-03-03 20:06:02.459300,0.0,,Run_log_BB2,Left,Right
2022-03-03 20:06:02.464872,191790,70,exit_drink,Left,Right
2022-03-03 20:06:06.368132,*,,BB4,Left,Right
2022-03-03 20:06:17.128024,,10.7449,Food_retrieval,Left,Right
2022-03-03 20:07:01.250709,0.0,,Food_log_BB2,Left,Right
