Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
25.936,25.9,26.2,NO MAX_MODE,2022-03-02 20:41:04.726729
27.794,28.299999999999997,NO MODE,NO MAX_MODE,2022-03-02 20:50:34.037349
24.81,24.85,24.7,NO MAX_MODE,2022-03-02 22:15:32.728841
28.532,28.65,NO MODE,NO MAX_MODE,2022-03-02 22:20:45.657023
29.77,30.0,31.0,NO MAX_MODE,2022-03-02 22:38:29.298861
26.694,26.95,27.1,NO MAX_MODE,2022-03-02 23:11:14.545992
25.764,26.0,26.0,NO MAX_MODE,2022-03-02 23:19:37.801769
28.91,29.0,NO MODE,NO MAX_MODE,2022-03-02 23:41:05.756876
28.294,28.2,NO MODE,NO MAX_MODE,2022-03-02 23:50:29.771843
28.992,28.65,NO MODE,NO MAX_MODE,2022-03-03 00:07:43.577104
29.422,29.5,30.0,NO MAX_MODE,2022-03-03 00:23:43.416995
29.69,29.65,30.5,NO MAX_MODE,2022-03-03 01:22:02.616104
29.88,30.0,NO MODE,NO MAX_MODE,2022-03-03 01:27:14.007195
26.116,25.7,NO MODE,NO MAX_MODE,2022-03-03 01:38:51.545843
26.482,26.6,NO MODE,NO MAX_MODE,2022-03-03 01:47:27.788146
29.342,29.3,29.2,NO MAX_MODE,2022-03-03 01:52:44.033607
25.3,25.3,26.8,NO MAX_MODE,2022-03-03 01:57:53.010057
27.648,27.799999999999997,28.4,NO MAX_MODE,2022-03-03 02:22:08.603805
26.712,26.8,27.2,NO MAX_MODE,2022-03-03 08:20:17.135811
26.9,26.75,NO MODE,NO MAX_MODE,2022-03-03 08:33:17.881028
26.176,26.25,25.7,NO MAX_MODE,2022-03-03 10:41:06.643050
26.134,25.95,24.9,NO MAX_MODE,2022-03-03 10:46:15.514447
27.212,27.25,NO MODE,NO MAX_MODE,2022-03-03 11:23:34.847523
27.566,27.7,NO MODE,NO MAX_MODE,2022-03-03 11:55:10.735726
27.098,27.3,NO MODE,NO MAX_MODE,2022-03-03 12:28:44.740192
28.292,28.4,28.4,NO MAX_MODE,2022-03-03 12:34:51.403346
26.772,26.7,NO MODE,NO MAX_MODE,2022-03-03 13:07:32.788368
26.74,26.75,NO MODE,NO MAX_MODE,2022-03-03 13:41:47.204619
26.334,26.4,NO MODE,NO MAX_MODE,2022-03-03 13:49:04.966307
27.092,27.45,27.8,NO MAX_MODE,2022-03-03 13:55:55.750513
26.002,25.75,25.4,NO MAX_MODE,2022-03-03 14:29:11.712702
26.788,26.6,NO MODE,NO MAX_MODE,2022-03-03 14:37:05.909530
26.378,26.25,NO MODE,NO MAX_MODE,2022-03-03 14:41:59.247740
