Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
23.278,23.6,23.6,NO MAX_MODE,2022-07-01 23:45:42.520756
22.266,23.15,NO MODE,NO MAX_MODE,2022-07-01 23:54:25.370388
19.728,20.25,NO MODE,NO MAX_MODE,2022-07-01 23:58:49.653950
19.274,19.65,NO MODE,NO MAX_MODE,2022-07-02 00:03:50.259671
19.436,19.65,21.7,NO MAX_MODE,2022-07-02 00:14:25.158108
21.316,22.5,22.7,NO MAX_MODE,2022-07-02 00:28:01.562250
21.67,21.25,20.0,NO MAX_MODE,2022-07-02 01:08:33.389017
19.624,20.6,NO MODE,NO MAX_MODE,2022-07-02 03:17:00.438923
21.49,22.25,NO MODE,NO MAX_MODE,2022-07-02 04:26:13.133169
21.29,21.4,20.9,NO MAX_MODE,2022-07-02 08:26:00.429108
19.316,19.4,NO MODE,NO MAX_MODE,2022-07-02 10:28:09.807688
18.432,18.0,NO MODE,NO MAX_MODE,2022-07-02 10:50:19.244750
20.302,20.200000000000003,22.6,NO MAX_MODE,2022-07-02 11:27:04.548032
21.908,22.2,22.2,NO MAX_MODE,2022-07-02 12:38:48.033941
18.43,18.65,NO MODE,NO MAX_MODE,2022-07-02 14:36:06.713294
18.506,18.9,19.0,NO MAX_MODE,2022-07-02 15:56:41.735875
21.694,21.9,NO MODE,NO MAX_MODE,2022-07-02 16:27:18.072193
19.932,20.3,22.7,NO MAX_MODE,2022-07-02 16:37:50.539819
20.512,20.9,NO MODE,NO MAX_MODE,2022-07-02 16:49:20.814554
25.186,25.55,25.7,NO MAX_MODE,2022-07-02 18:39:54.879745
24.932,24.95,25.1,NO MAX_MODE,2022-07-02 23:37:15.259095
25.922,25.9,26.2,NO MAX_MODE,2022-07-03 00:09:59.826962
26.396,26.25,27.1,NO MAX_MODE,2022-07-03 00:22:42.847248
25.614,25.45,NO MODE,NO MAX_MODE,2022-07-03 02:46:41.638187
24.52,24.6,NO MODE,NO MAX_MODE,2022-07-03 05:39:03.352792
24.498,24.55,NO MODE,NO MAX_MODE,2022-07-03 05:59:18.661769
25.034,25.4,25.6,NO MAX_MODE,2022-07-03 11:49:46.269827
25.637999999999998,26.2,26.5,NO MAX_MODE,2022-07-03 12:05:53.594356
26.434,26.5,26.5,NO MAX_MODE,2022-07-03 12:13:22.683094
26.07,25.7,NO MODE,NO MAX_MODE,2022-07-03 14:34:40.016143
26.378,26.5,26.7,NO MAX_MODE,2022-07-03 14:44:41.996834
25.322,25.35,26.7,NO MAX_MODE,2022-07-03 17:54:25.085911
26.222,26.45,27.2,NO MAX_MODE,2022-07-03 18:20:53.099537
24.776,24.8,NO MODE,NO MAX_MODE,2022-07-03 23:31:28.040187
25.222,25.35,NO MODE,NO MAX_MODE,2022-07-03 23:43:41.014819
25.07,24.75,24.6,NO MAX_MODE,2022-07-04 00:01:52.172557
25.386,25.2,24.1,NO MAX_MODE,2022-07-04 00:17:43.198363
26.346,26.4,26.3,NO MAX_MODE,2022-07-04 00:32:07.370146
26.09,26.1,NO MODE,NO MAX_MODE,2022-07-04 01:40:04.020595
26.142,26.2,27.4,NO MAX_MODE,2022-07-04 02:39:32.681042
26.906,27.0,27.1,NO MAX_MODE,2022-07-04 02:50:53.363971
26.286,26.299999999999997,25.3,NO MAX_MODE,2022-07-04 03:09:28.618917
24.874,25.0,NO MODE,NO MAX_MODE,2022-07-04 10:47:31.820976
26.298,26.35,NO MODE,NO MAX_MODE,2022-07-04 11:40:44.142686
24.59,24.4,23.3,NO MAX_MODE,2022-07-04 13:58:43.227149
27.196,27.05,NO MODE,NO MAX_MODE,2022-07-04 14:29:55.237519
25.568,25.65,25.9,NO MAX_MODE,2022-07-04 17:42:25.226233
25.926,25.65,25.2,NO MAX_MODE,2022-07-04 18:00:52.228345
25.354,25.3,25.3,NO MAX_MODE,2022-07-04 23:19:48.603205
25.72,25.8,25.8,NO MAX_MODE,2022-07-04 23:27:39.610807
25.306,25.2,25.0,NO MAX_MODE,2022-07-04 23:35:41.607473
25.85,25.6,25.6,NO MAX_MODE,2022-07-04 23:47:28.933591
25.624,25.7,25.8,NO MAX_MODE,2022-07-04 23:56:42.713504
25.46,25.4,25.4,NO MAX_MODE,2022-07-05 02:06:56.950654
24.886,25.4,25.8,NO MAX_MODE,2022-07-05 02:26:24.157493
25.314,25.95,26.3,NO MAX_MODE,2022-07-05 05:21:58.619524
25.122,25.05,24.4,NO MAX_MODE,2022-07-05 05:34:14.231669
26.242,26.25,26.9,NO MAX_MODE,2022-07-05 08:37:31.540106
24.332,23.9,22.8,NO MAX_MODE,2022-07-05 08:43:38.851643
24.438,24.0,23.8,NO MAX_MODE,2022-07-05 08:55:35.962537
24.914,25.3,25.3,NO MAX_MODE,2022-07-05 11:45:05.413436
24.92,25.95,26.0,NO MAX_MODE,2022-07-05 12:02:48.611299
25.906,26.05,26.8,NO MAX_MODE,2022-07-05 12:19:59.767406
25.306,26.05,26.7,NO MAX_MODE,2022-07-05 13:24:14.716009
25.582,26.200000000000003,26.9,NO MAX_MODE,2022-07-05 14:15:38.844164
26.08,26.0,NO MODE,NO MAX_MODE,2022-07-05 15:15:31.484670
26.708,27.15,27.8,NO MAX_MODE,2022-07-05 16:12:34.293496
25.986,26.1,26.1,NO MAX_MODE,2022-07-05 17:54:07.578902
26.224,26.200000000000003,27.1,NO MAX_MODE,2022-07-05 19:08:50.925411
26.356,26.25,NO MODE,NO MAX_MODE,2022-07-05 19:28:00.748216
24.92,24.75,23.0,NO MAX_MODE,2022-07-05 23:10:54.749382
26.274,26.75,26.8,NO MAX_MODE,2022-07-05 23:35:00.316712
26.648,26.95,27.3,NO MAX_MODE,2022-07-05 23:53:40.092786
25.944,26.85,27.8,NO MAX_MODE,2022-07-06 00:11:48.375566
28.462,28.6,NO MODE,NO MAX_MODE,2022-07-06 00:16:39.630067
26.718,26.4,NO MODE,NO MAX_MODE,2022-07-06 00:29:11.961266
25.358,25.15,23.8,NO MAX_MODE,2022-07-06 04:06:32.428077
26.718,27.15,27.3,NO MAX_MODE,2022-07-06 07:28:55.453865
25.018,25.45,NO MODE,NO MAX_MODE,2022-07-06 11:34:57.104088
24.848,25.450000000000003,21.9,NO MAX_MODE,2022-07-06 11:51:40.733486
25.592,25.2,27.0,NO MAX_MODE,2022-07-06 12:00:12.248378
