Weight_Mean,Weight_Median,Weight_Mode,Weight_Max_Mode,Date_Time
24.924,25.4,26.4,NO MAX_MODE,2022-06-18 16:23:44.345818
26.44,26.6,24.9,NO MAX_MODE,2022-06-18 19:02:09.229871
24.652,24.65,23.2,NO MAX_MODE,2022-06-18 19:27:55.089883
26.364,26.05,24.6,NO MAX_MODE,2022-06-18 20:19:45.531774
26.418,26.3,NO MODE,NO MAX_MODE,2022-06-18 21:06:55.167157
24.944,24.9,NO MODE,NO MAX_MODE,2022-06-18 21:24:43.097706
25.236,25.5,NO MODE,NO MAX_MODE,2022-06-18 21:41:17.922991
25.62,24.2,24.3,NO MAX_MODE,2022-06-18 21:53:37.390496
25.066,24.15,23.5,NO MAX_MODE,2022-06-18 22:40:50.222079
25.448,25.9,23.0,NO MAX_MODE,2022-06-19 00:15:16.329361
27.206,27.3,27.3,NO MAX_MODE,2022-06-19 00:20:30.587373
26.68,26.6,26.4,NO MAX_MODE,2022-06-19 11:41:15.646329
25.572,25.8,NO MODE,NO MAX_MODE,2022-06-19 12:10:07.094915
22.096,22.35,NO MODE,NO MAX_MODE,2022-06-19 12:24:02.871685
26.268,26.6,24.2,NO MAX_MODE,2022-06-19 12:31:31.973892
19.366,18.65,16.3,NO MAX_MODE,2022-06-19 12:46:40.729723
25.498,26.6,NO MODE,NO MAX_MODE,2022-06-19 13:24:44.724120
23.972,24.05,22.7,NO MAX_MODE,2022-06-19 14:19:54.727117
26.102,26.4,26.5,NO MAX_MODE,2022-06-19 15:10:23.469054
20.598,19.75,NO MODE,NO MAX_MODE,2022-06-19 15:57:11.651506
25.494,25.5,25.5,NO MAX_MODE,2022-06-19 16:19:29.692208
25.102,25.2,25.5,NO MAX_MODE,2022-06-19 17:03:22.179289
20.8,20.45,20.1,NO MAX_MODE,2022-06-19 17:18:35.792351
26.384,26.7,26.8,NO MAX_MODE,2022-06-19 18:01:27.307920
24.518,24.45,NO MODE,NO MAX_MODE,2022-06-19 18:48:34.298946
21.664,21.2,20.7,NO MAX_MODE,2022-06-19 19:02:42.520100
25.554,25.4,NO MODE,NO MAX_MODE,2022-06-19 19:56:35.346728
27.36,27.2,27.0,NO MAX_MODE,2022-06-20 09:39:10.831434
21.906,22.200000000000003,19.6,NO MAX_MODE,2022-06-20 09:45:35.311202
23.166,24.299999999999997,26.2,NO MAX_MODE,2022-06-20 11:27:38.318084
24.994,25.3,NO MODE,NO MAX_MODE,2022-06-20 11:48:45.693316
20.492,20.2,NO MODE,NO MAX_MODE,2022-06-20 14:34:58.251499
23.098,23.15,20.6,NO MAX_MODE,2022-06-20 14:52:05.226638
23.084,22.75,NO MODE,NO MAX_MODE,2022-06-20 15:09:07.019181
25.862000000000002,25.95,NO MODE,NO MAX_MODE,2022-06-20 15:13:12.707759
25.248,25.75,NO MODE,NO MAX_MODE,2022-06-20 15:21:31.999574
21.428,21.7,NO MODE,NO MAX_MODE,2022-06-20 15:47:52.195638
23.396,22.9,22.7,NO MAX_MODE,2022-06-20 15:55:36.697272
25.136,25.45,26.9,NO MAX_MODE,2022-06-20 16:16:32.292098
24.876,25.1,23.9,NO MAX_MODE,2022-06-20 16:54:37.288452
25.366,25.3,24.9,NO MAX_MODE,2022-06-20 17:03:19.362226
23.46,23.65,20.9,NO MAX_MODE,2022-06-20 17:28:57.626333
25.198,25.2,25.2,NO MAX_MODE,2022-06-20 17:51:42.636754
22.914,23.25,24.1,NO MAX_MODE,2022-06-20 17:58:25.489883
24.326,25.4,26.6,NO MAX_MODE,2022-06-20 18:35:12.566437
25.434,25.8,25.8,NO MAX_MODE,2022-06-20 19:48:06.944996
23.564,23.5,22.0,NO MAX_MODE,2022-06-20 21:16:13.628189
25.78,25.9,25.5,NO MAX_MODE,2022-06-20 21:38:05.136139
25.19,25.15,NO MODE,NO MAX_MODE,2022-06-20 21:52:55.188232
23.242,24.2,24.7,NO MAX_MODE,2022-06-20 22:13:34.380849
22.11,21.4,NO MODE,NO MAX_MODE,2022-06-20 22:21:42.214914
24.344,24.1,23.7,NO MAX_MODE,2022-06-21 02:04:25.217366
25.606,25.7,26.1,NO MAX_MODE,2022-06-21 02:24:40.404328
26.024,26.35,26.9,NO MAX_MODE,2022-06-21 02:39:45.088125
23.983999999999998,24.75,26.4,NO MAX_MODE,2022-06-21 05:36:57.077178
23.88,23.85,21.7,NO MAX_MODE,2022-06-21 05:43:15.951184
21.666,21.3,19.7,NO MAX_MODE,2022-06-21 06:00:53.089791
23.308,23.1,23.1,NO MAX_MODE,2022-06-21 06:09:14.124955
25.232,25.15,27.1,NO MAX_MODE,2022-06-21 09:39:15.844313
24.376,24.45,22.6,NO MAX_MODE,2022-06-21 09:46:17.432595
24.204,26.3,26.9,NO MAX_MODE,2022-06-21 09:58:33.703960
